Instance,Variant,Our_Vehicles,BKS_Vehicles,Vehicle_Gap,Our_Distance,BKS_Distance,Distance_Gap,Time
LC2_4_7.sol,PDPTW,17,12.0,41.66666666666667,4823.97,3962.51,21.74026059240229,2786.46
LC2_4_8.sol,PDPTW,15,12.0,25.0,4351.49,3844.45,13.188882675025035,2791.15
LC2_4_9.sol,PDPTW,16,,,4777.15,,,2787.47
LC2_6_1.sol,PDPTW,21,19.0,10.526315789473683,8341.97,7977.98,4.562433097099765,2938.67
LC2_6_10.sol,PDPTW,23,17.0,35.294117647058826,9053.46,7946.6,13.928724234263695,3040.42
LC2_6_2.sol,PDPTW,25,18.0,38.88888888888889,9723.24,9900.48,-1.7902162319402677,2923.6
LC2_6_3.sol,PDPTW,23,17.0,35.294117647058826,9361.78,8512.94,9.971173296182048,3046.09
LC2_6_4.sol,PDPTW,24,17.0,41.17647058823529,9776.22,7860.38,24.373376350761657,3133.21
LC2_6_5.sol,PDPTW,25,18.0,38.88888888888889,9421.35,9051.53,4.085718105115928,3002.97
LC2_6_6.sol,PDPTW,22,18.0,22.22222222222222,8946.65,8775.55,1.949735344223443,3002.18
LC2_6_7.sol,PDPTW,25,18.0,38.88888888888889,9408.45,9376.58,0.3398893839758292,2988.31
LC2_6_8.sol,PDPTW,25,18.0,38.88888888888889,9257.73,7579.93,22.13476905459548,2981.15
LC2_6_9.sol,PDPTW,22,18.0,22.22222222222222,8874.11,8714.22,1.834817115014324,3021.48
LC2_8_1.sol,PDPTW,32,24.0,33.33333333333333,13842.98,11687.06,18.447068809435397,3239.31
LC2_8_10.sol,PDPTW,31,23.0,34.78260869565217,14490.68,12226.42,18.51940306320248,3485.42
LC2_8_2.sol,PDPTW,36,24.0,50.0,15442.78,13713.13,12.613094165956287,3355.42
LC2_8_3.sol,PDPTW,35,24.0,45.83333333333333,15953.41,12981.37,22.89465595695985,3539.6
LC2_8_4.sol,PDPTW,34,23.0,47.82608695652174,15835.5,12917.34,22.591028803143683,3762.68
LC2_8_5.sol,PDPTW,32,25.0,28.000000000000004,14409.78,12298.33,17.1685911827053,3307.32
